UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,LOCALE
109332,1112100,11121,Everest College-Hayward,Hayward,CA,www.bryman.edu,www.Everest.edu/npc,12
109350,111300,1113,Antelope Valley College,Lancaster,CA,www.avc.edu,webprod.cccco.edu/npc/621/npcalc.htm,21
109651,111600,1116,Art Center College of Design,Pasadena,CA,www.artcenter.edu,www.artcenter.edu/accd/admissions/financial_aid/net_price_calculator.jsp,12
109721,902200,9022,Associated Technical College-Los Angeles,Los Angeles,CA,www.atcla.edu,atcla.edu/NetPriceCalculator/npcalc.htm,11
109730,2553500,25535,Associated Technical College-San Diego,San Diego,CA,www.associatedtechcollege.com,www.associatedtechcollege.com,11
109785,111700,1117,Azusa Pacific University,Azusa,CA,www.apu.edu,www.apu.edu/sfs/undergraduate/cost/calculator/,21
109819,111800,1118,Bakersfield College,Bakersfield,CA,www.bakersfieldcollege.edu/,webprod.cccco.edu/npc/521/npcalc.htm,11
109907,111900,1119,Barstow Community College,Barstow,CA,www.barstow.edu,webprod.cccco.edu/npc/911/npcalc.htm,32
109934,705000,7050,Bellus Academy-National City,National City,CA,www.bellusacademy.edu,www.bellusacademy.edu,21
110060,3266300,32663,Bethesda University of California,Anaheim,CA,www.buc.edu,www.buc.edu,11
110097,112200,1122,Biola University,La Mirada,CA,www.biola.edu,undergrad.biola.edu/finaid/#net-price,21
110185,112300,1123,Brooks Institute,Santa Barbara,CA,www.brooks.edu,brooks.studentaidcalculator.com,13
110194,2543400,25434,Brownson Technical School,Anaheim,CA,www.brownson.edu,www.brownson.edu,11
110219,716400,7164,Bryan University,Los Angeles,CA,www.bryancollege.edu,www.bryanuniversity.edu/w_tuition_financial_aid.aspx?,11
110246,807300,8073,Butte College,Oroville,CA,www.butte.edu,webprod.cccco.edu/npc/111/npcalc.htm,42
110307,2237200,22372,Phillips Graduate Institute,Chatsworth,CA,pgi.edu,NULL,11
110316,1215400,12154,California Institute of Integral Studies,San Francisco,CA,www.ciis.edu,npc.collegeboard.org/student/app/ciis,11
110334,112400,1124,Cabrillo College,Aptos,CA,www.cabrillo.edu,webprod.cccco.edu/npc/411/npcalc.htm,22
110361,112500,1125,California Baptist University,Riverside,CA,www.calbaptist.edu,calbaptist.studentaidcalculator.com/welcome.aspx,11
110370,112700,1127,California College of the Arts,San Francisco,CA,www.cca.edu,www.cca.edu/admissions/financialaid/calculator,11
110398,394700,3947,University of California-Hastings College of Law,San Francisco,CA,www.uchastings.edu,NULL,11
110404,113100,1131,California Institute of Technology,Pasadena,CA,www.caltech.edu,www.finaid.caltech.edu/,12
110413,113300,1133,California Lutheran University,Thousand Oaks,CA,www.callutheran.edu/,www.callutheran.edu/financial_aid/getting_started/calculator.php,12
110422,114300,1143,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,calpoly.edu,www.csumentor.edu/finaid/pais/,23
110468,1111700,11117,Alliant International University,San Diego,CA,www.alliant.edu,www.alliant.edu/_resources/net-price-cal/npcalc.htm,11
11046801,1111707,11117,Alliant International University-Fresno,Fresno,CA,http://www.alliant.edu,NULL,NULL
11046802,1111705,11117,Alliant International University-Los Angeles,Alhambra,CA,http://www.alliant.edu,NULL,NULL
11046803,1111706,11117,Alliant International University-San Francisco,San Francisco,CA,http://www.alliant.edu,NULL,NULL
11046804,1111704,11117,Alliant International University-Irvine,Irvine,CA,http://www.alliant.edu,NULL,NULL
11046805,1111710,11117,Alliant International University-Sacramento,Sacramento,CA,http://www.alliant.edu,NULL,NULL
110486,799300,7993,California State University-Bakersfield,Bakersfield,CA,www.csub.edu,www.csumentor.edu/finaid/pais/,11
110495,115700,1157,California State University-Stanislaus,Turlock,CA,www.csustan.edu,www.csumentor.edu/FinAid/PAIS/,23
110510,114200,1142,California State University-San Bernardino,San Bernardino,CA,www.csusb.edu,www.csumentor.edu/FinAid/pais/,12
110529,114400,1144,California State Polytechnic University-Pomona,Pomona,CA,www.csupomona.edu,www.csumentor.edu/finaid/pais/,21
110538,114600,1146,California State University-Chico,Chico,CA,www.csuchico.edu,www.csuchico.edu/fa/awardInfo/cost.shtml,13
110547,114100,1141,California State University-Dominguez Hills,Carson,CA,www.csudh.edu,www.csumentor.edu/finaid/pais/,13
110556,114700,1147,California State University-Fresno,Fresno,CA,www.csufresno.edu,www.collegeportraits.org/CA/CSUFRESNO/costs,11
110565,113700,1137,California State University-Fullerton,Fullerton,CA,www.fullerton.edu,www.csumentor.edu/finaid/pais/,21
110574,113800,1138,California State University-East Bay,Hayward,CA,www.csueastbay.edu,www20.csueastbay.edu/prospective/cost-and-financial-aid/cost-of-attendance/,12
110583,113900,1139,California State University-Long Beach,Long Beach,CA,www.csulb.edu,www.csumentor.edu/finaid/pais/,11
110592,114000,1140,California State University-Los Angeles,Los Angeles,CA,www.calstatela.edu,www.csumentor.edu/finaid/pais/,11
110608,115300,1153,California State University-Northridge,Northridge,CA,www.csun.edu,www.csumentor.edu/finaid/pais/,11
110617,115000,1150,California State University-Sacramento,Sacramento,CA,www.csus.edu,www.csumentor.edu/finaid/pais/,11
110635,131200,1312,University of California-Berkeley,Berkeley,CA,www.berkeley.edu,calculator.berkeley.edu/,12
110644,131300,1313,University of California-Davis,Davis,CA,www.ucdavis.edu,financialaid.ucdavis.edu/aidEstimator/ucdcalcmain.aspx,23
110653,131400,1314,University of California-Irvine,Irvine,CA,www.uci.edu/,www.ofas.uci.edu/content/Calculator.aspx,12
110662,131500,1315,University of California-Los Angeles,Los Angeles,CA,www.ucla.edu/,www.fao.ucla.edu/aid_estimator/,11
110671,131600,1316,University of California-Riverside,Riverside,CA,WWW.UCR.EDU,www.finaidestimator.ucr.edu/,11
110680,131700,1317,University of California-San Diego,La Jolla,CA,www.ucsd.edu,students.ucsd.edu/finances/financial-aid/forms/calculator.html,11
110699,131900,1319,University of California-San Francisco,San Francisco,CA,www.ucsf.edu,NULL,11
110705,132000,1320,University of California-Santa Barbara,Santa Barbara,CA,www.ucsb.edu,www.finaid.ucsb.edu/Prospective/AidEstimator.aspx,22
110714,132100,1321,University of California-Santa Cruz,Santa Cruz,CA,www.ucsc.edu/,www2.ucsc.edu/finaidcalc/calculator/index.php,13
110778,2267600,22676,Sofia University,Palo Alto,CA,www.sofia.edu,www.sofia.edu/admissions/loancalculator.php,13
110875,2065700,20657,California Beauty School,Modesto,CA,www.calbeautycollege.com,www.calbeautycollege.com,12
110918,884400,8844,California Christian College,Fresno,CA,www.calchristiancollege.edu,www.calchristiancollege.edu/financial-aid/calculator,11
110945,2110800,21108,California College San Diego,San Diego,CA,www.cc-sd.edu,cc-sd.studentaidcalculator.com/survey.aspx,11
111009,2220200,22202,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,www.caculinary.edu,chefs.studentaidcalculator.com,11
111054,1186500,11865,California Hair Design Academy,La Mesa,CA,chdaschools.com,chdaschools.com,21
111081,113200,1132,California Institute of the Arts,Valencia,CA,www.calarts.edu,www.calarts.edu,21
111188,113400,1134,California Maritime Academy,Vallejo,CA,www.csum.edu,www.csum.edu/web/admissions/financial-aid,12
111391,1310300,13103,California Western School of Law,San Diego,CA,www.cwsl.edu,www.cwsl.edu,11
111434,697300,6973,Canada College,Redwood City,CA,canadacollege.edu,webprod.cccco.edu/npc/371/npcalc.htm,21
111461,890300,8903,College of the Canyons,Santa Clarita,CA,www.canyons.edu,www.canyons.edu/offices/FinAid/netcalc.asp,21
111513,2125000,21250,Career Academy of Beauty,Garden Grove,CA,CAofB.com,caofb.com,21
111638,673100,6731,Casa Loma College-Van Nuys,Van Nuys,CA,www.casalomacollege.edu,casalomacollege.studentaidcalculator.com/survey.aspx,11
11163801,673101,6731,Casa Loma College-Hawthorne,Hawthorne,CA,http://www.casalomacollege.edu,NULL,NULL
111708,2332809,23328,CET-San Diego,San Diego,CA,www.cetweb.org/index.php,cetweb.org/for-students/financial-aid/net-price-calculator/,11
111717,2332800,23328,CET-Sobrato,San Jose,CA,cetweb.org,cetweb.org,11
111726,2332810,23328,CET-El Centro,El Centro,CA,cetweb.org,cetweb.org,13
111744,2332814,23328,CET-San Bernardino,San Bernardino,CA,cetweb.org,cetweb.org,12
111762,2332819,23328,CET-Watsonville,Watsonville,CA,www.cetweb.org,cetweb.org/for-students/financial-aid/net-price-calculator/,13
111771,2332808,23328,CET-Gilroy,Gilroy,CA,cetweb.org,cetweb.org,23
111799,2332813,23328,CET-Salinas,Salinas,CA,cetweb.org,cetweb.org,12
111887,116100,1161,Cerritos College,Norwalk,CA,www.cerritos.edu,webprod.cccco.edu/npc/811/npcalc.htm,21
111896,1011100,10111,Cerro Coso Community College,Ridgecrest,CA,cerrocoso.edu,webprod.cccco.edu/npc/522/npcalc.htm,41
111920,116200,1162,Chabot College,Hayward,CA,www.chabotcollege.edu,webprod.cccco.edu/npc/482/npcalc.htm,12
111939,116300,1163,Chaffey College,Rancho Cucamonga,CA,www.chaffey.edu,www.chaffey.edu/finaid/Links.shtml,21
111948,116400,1164,Chapman University,Orange,CA,www.chapman.edu,www.chapman.edu/finaid/orangeUG/,12
111966,1036500,10365,Charles R Drew University of Medicine and Science,Los Angeles,CA,www.cdrewu.edu,www.cdrewu.edu/Calculators,21
112075,2070500,20705,Concordia University-Irvine,Irvine,CA,www.cui.edu,www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911,12
112084,1203100,12031,San Diego Christian College,El Cajon,CA,www.sdcc.edu,www.sdcc.edu/NetPriceCalc/npcalc.htm,21
112127,116500,1165,Church Divinity School of the Pacific,Berkeley,CA,www.cdsp.edu,www.cdsp.edu,12
112172,116600,1166,Citrus College,Glendora,CA,www.citruscollege.edu,www.citruscollege.edu/stdntsrv/finaid/Documents/NetPriceCalculator.mht,21
112181,2178700,21787,Citrus Heights Beauty College,Citris Heights,CA,www.chbeautycollege.com,www.chbeautycollege.com,21
112190,450200,4502,City College of San Francisco,San Francisco,CA,www.ccsf.edu,www.ccsf.edu/Services/Financial_Aid,11
112251,116900,1169,Claremont Graduate University,Claremont,CA,www.cgu.edu,www.cgu.edu/custom/finaid/pages/5263.asp,21
112260,117000,1170,Claremont McKenna College,Claremont,CA,www.claremontmckenna.edu/,npc.collegeboard.org/student/app/claremontmckenna,21
112288,2497300,24973,Milan Institute-Visalia,Visalia,CA,www.milaninstitute.edu,www.milaninstitute.edu,12
112367,2309500,23095,Clovis Adult Education,Clovis,CA,www.clovisadultschool.com,www.clovisadultschool.com/,21
112385,2063500,20635,Coastline Community College,Fountain Valley,CA,www.coastline.edu,webprod.cccco.edu/npc/831/npcalc.htm,13
112394,117700,1177,Cogswell College,Sunnyvale,CA,www.cogswell.edu,www.cogswell.edu/financial-aid/npcalc.htm,12
112446,729600,7296,Coleman University,San Diego,CA,www.coleman.edu,www.coleman.edu/prospective-students/fa-calculator/index.htm,11
112455,3577300,35773,COBA Academy,Orange,CA,www.coba.edu,www.coba.edu/fees.html,12
112525,2482700,24827,Western University of Health Sciences,Pomona,CA,www.westernu.edu,www.westernu.edu/financial-budgets,21
112561,770700,7707,Columbia College,Sonora,CA,www.gocolumbia.edu/,webprod.cccco.edu/npc/591/npcalc.htm,41
112570,2110200,21102,Columbia College-Hollywood,Tarzana,CA,www.columbiacollege.edu,www.columbiacollege.edu/financial-aid/net-price-calculator,11
112686,119701,1197,El Camino College-Compton Center,Compton,CA,www.compton.edu,testsite.cccco.edu/npc/711/npcalc.htm,21
112826,119000,1190,Contra Costa College,San Pablo,CA,www.contracosta.edu,www.contracosta.edu/studentservices/finaid/resources/Shared%20Documents/default.aspx,21
113096,753600,7536,Cosumnes River College,Sacramento,CA,www.crc.losrios.edu/,www.losrios.edu/lrc/npcalc.php?c=crc,11
113111,927200,9272,Crafton Hills College,Yucaipa,CA,www.craftonhills.edu,webprod.cccco.edu/npc/981/npcalc.htm,41
113193,119200,1192,Cuesta College,San Luis Obispo,CA,WWW.CUESTA.EDU,www.cuesta.edu/student/aboutmoney/finaid/resources/Net_Price_Calculator.html,23
113218,2111300,21113,Cuyamaca College,El Cajon,CA,www.cuyamaca.edu,webprod.cccco.edu/npc/021/npcalc.htm,21
113236,119300,1193,Cypress College,Cypress,CA,www.cypresscollege.edu,webprod.cccco.edu/npc/861/npcalc.htm,21
113333,448000,4480,De Anza College,Cupertino,CA,www.deanza.edu/,webprod.cccco.edu/npc/421/npcalc.htm,13
113397,3467300,34673,Marinello Schools of Beauty-Hemet,Hemet,CA,www.marinello.com,www.marinello.com,22
11339701,3467305,34673,Marinello Schools of Beauty-Bell,Bell,CA,http://www.marinello.com,NULL,NULL
11339702,3467304,34673,Marinello Schools of Beauty-City of Industry,City of Industry,CA,http://www.marinello.com,NULL,NULL
11339703,3467306,34673,Marinello Schools of Beauty-Paramount,Paramount,CA,http://www.marinello.com,NULL,NULL
11339704,3467307,34673,Marinello Schools of Beauty-Huntington Beach,Huntington Beach,CA,http://www.marinello.com,NULL,NULL
11339705,3467309,34673,Marinello Schools of Beauty-Layton,Layton,UT,http://www.marinello.com,NULL,NULL
11339706,3467308,34673,Marinello Schools of Beauty-Ogden,Ogden,UT,http://www.marinello.com,NULL,NULL
11339707,3467301,34673,Marinello School of Beauty-Cathedral City,Cathedral City,CA,http://www.marinello.com,NULL,NULL
11339708,3467302,34673,Marinello School of Beauty-Murrieta,Murrieta,CA,http://www.marinello.com,NULL,NULL
11339709,3467303,34673,Marinello School of Beauty-Napa,Napa,CA,http://www.marinello.com,NULL,NULL
113449,3964400,39644,International School of Beauty Inc,Palm Desert,CA,internationalschoolofbeauty.com,internationalschoolofbeauty.com,21
113537,3025600,30256,Dell'Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com/school,www.dellarte.com/school,41
113573,118200,1182,College of the Desert,Palm Desert,CA,collegeofthedesert.edu,webprod.cccco.edu/npc/931/npcalc.htm,21
113582,2298000,22980,Design Institute of San Diego,San Diego,CA,WWW.DISD.EDU,disd.studentaidcalculator.com/survey.aspx,11
113634,119100,1191,Diablo Valley College,Pleasant Hill,CA,www.dvc.edu,www.dvc.edu/org/departments/financial-aid/netpricecalculator.htm,21
113698,119600,1196,Dominican University of California,San Rafael,CA,www.dominican.edu,www.dominican.edu/admissions/aid/net-price-calculator-npc,13
113704,129600,1296,Dominican School of Philosophy & Theology,Berkeley,CA,www.dspt.edu,www.dspt.edu/1978104916433687/site/default.asp,12
113856,2226000,22260,East Los Angeles College,Monterey Park,CA,www.elac.edu/index.htm,www.elac.edu/admission/finaid/index.htm,13
113908,2086400,20864,Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,www.marinello.com,www.marinello.com,12
11390801,2086401,20864,Marinello School of Beauty,Seaside,CA,http://www.marinello.com,NULL,NULL
11390802,2086402,20864,Marinello School of Beauty-San Mateo,San Mateo,CA,http://www.marinello.com,NULL,NULL
11390803,2086403,20864,Marinello School of Beauty-Hayward,Hayward,CA,http://www.marinello.com,NULL,NULL
11390804,2086404,20864,Marinello School of Beauty-Castro Valley,Castro Valley,CA,http://www.marinello.com,NULL,NULL
113980,119700,1197,El Camino Community College District,Torrance,CA,www.elcamino.edu,www.finaid.org/calculators/studentbudget.phtml,21
114044,2091200,20912,Elegance International,Hollywood,CA,ei.edu/,www.ei.edu/netpricecalculator/npcalc.htm,11
114071,1265000,12650,Marinello Schools of Beauty-Burbank,Burbank,CA,www.marinello.com,www.marinello.com,12
11407101,1265001,12650,Marinello School of Beauty-Palmdale,Palmdale,CA,http://www.marinello.com,NULL,NULL
114080,2221300,22213,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,www.marinello.com,www.marinello.com,21
11408001,2221303,22213,Marinello School of Beauty-San Rafael,San Rafael,CA,http://www.marinello.com,NULL,NULL
114114,2609000,26090,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,www.emperors.edu,NULL,13
114123,903200,9032,Empire College School of Business,Santa Rosa,CA,www.empcol.edu,www.empcol.edu,12
114266,1245200,12452,Evergreen Valley College,San Jose,CA,www.evc.edu,testsite.cccco.edu/npc/471/npcalc.htm,11
114354,1111200,11112,Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,www.fidm.edu,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,11
114390,1111202,11112,Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,WWW.FIDM.EDU,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,11
114415,1111203,11112,Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,FIDM.edu,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,12
114433,859700,8597,Feather River Community College District,Quincy,CA,www.frc.edu,webprod.cccco.edu/npc/121/npcalc.htm,41
114460,725300,7253,Federico Beauty Institute,Sacramento,CA,federico.edu,www.federico.edu/disclosures,21
114549,2096100,20961,Fielding Graduate University,Santa Barbara,CA,www.fielding.edu,www.fielding.edu/financialAid,13
114585,3131300,31313,Five Branches University,Santa Cruz,CA,www.fivebranches.edu,www.fivebranches.edu,22
11458501,3131301,31313,San Jose Campus,San Jose,CA,http://www.fivebranches.edu/,NULL,NULL
114628,1298500,12985,Hair California Beauty Academy,Orange,CA,www.hairca.com,hairca.com/admissions.html,12
114716,119900,1199,Foothill College,Los Altos Hills,CA,www.foothill.edu,webprod.cccco.edu/npc/422/npcalc.htm,21
114734,1179200,11792,Franciscan School of Theology,Berkeley,CA,www.fst.edu,NULL,12
11473401,1179201,11792,Franciscan School of Theology,Oceanside,CA,http://www.fst.edu,NULL,NULL
114761,2230900,22309,Fredrick and Charles Beauty College,Eureka,CA,www.fandcbeauty.com,www.fandcbeauty.com,33
114789,130700,1307,Fresno City College,Fresno,CA,www.fresnocitycollege.edu,www.fresnocitycollege.edu/index.aspx?page=241,11
114813,125300,1253,Fresno Pacific University,Fresno,CA,www.fresno.edu,experiencefpu.com/financial-aid/traditional-undergraduate-net-price-calculator,11
114840,120000,1200,Fuller Theological Seminary in California,Pasadena,CA,www.fuller.edu,www.fuller.edu/admissions/tuition-and-fees.aspx,12
114859,120100,1201,Fullerton College,Fullerton,CA,www.fullcoll.edu,webprod.cccco.edu/npc/862/npcalc.htm,21
114938,120200,1202,Gavilan College,Gilroy,CA,www.gavilan.edu,www.gavilan.edu/finaid/npc/,23
114947,2231900,22319,Gemological Institute of America-Carlsbad,Carlsbad,CA,www.gia.edu,www.gia.edu/net-price-calculator,12
115001,120300,1203,Glendale Community College,Glendale,CA,www.glendale.edu,webprod.cccco.edu/npc/731/npcalc.htm,12
115010,2338500,23385,Glendale Career College,Glendale,CA,www.success.edu,www.north-westcollege.edu/ecamp/npc-gcc/npcalc.htm,12
115083,120500,1205,Golden Gate University-San Francisco,San Francisco,CA,www.ggu.edu,www.ggu.edu/undergraduate/enrollment/financial-aid/net-price-calculator,11
11508303,120518,1205,Golden Gate University-Los Angeles,Los Angeles,CA,http://www.ggu.edu/,NULL,NULL
11508305,120522,1205,Golden Gate University-Seattle,Seattle,WA,http://www.ggu.edu/,NULL,NULL
11508306,120504,1205,Golden Gate University-Silicon Valley,Santa Clara,CA,http://www.ggu.edu/,NULL,NULL
115126,120600,1206,Golden West College,Huntington Beach,CA,www.goldenwestcollege.edu,webprod.cccco.edu/npc/832/npcalc.htm,21
115214,120700,1207,Graduate Theological Union,Berkeley,CA,WWW.GTU.EDU,www.gtu.edu,12
115296,120800,1208,Grossmont College,El Cajon,CA,www.grossmont.edu/,webprod.cccco.edu/npc/022/npcalc.htm,21
115357,2211000,22110,Salon Success Academy-San Bernardino,San Bernardino,CA,www.gotobeautyschool.com,www.gotobeautyschool.com,12
115393,120900,1209,Hartnell College,Salinas,CA,www.hartnell.edu,www.hartnell.edu/admissions/fees_and_refunds/fee_calculator.html,12
115409,117100,1171,Harvey Mudd College,Claremont,CA,www.hmc.edu,npc.collegeboard.org/student/app/hmc,21
115454,723411,7234,Heald College-Rancho Cordova,Rancho Cordova,CA,www.heald.edu,www.heald.edu/npc,13
115472,723412,7234,Heald College-Fresno,Fresno,CA,www.heald.edu,www.heald.edu/npc,11
115490,723405,7234,Heald College-San Jose,Milpitas,CA,www.heald.edu,www.heald.edu/npc,13
115515,723400,7234,Heald College-San Francisco,San Francisco,CA,www.heald.edu,www.heald.edu/npc,11
115533,723404,7234,Heald College-Concord,Concord,CA,www.Heald.edu,www.heald.edu/npc,21
115658,2285100,22851,Hilltop Beauty School,Daly City,CA,www.hilltopbeautyschool.com,www.hilltopbeautyschool.com,21
115728,118300,1183,Holy Names University,Oakland,CA,www.hnu.edu,www.hnu.edu/calc/npcalc.htm,11
115746,3126800,31268,Pacifica Graduate Institute,Carpinteria,CA,www.pacifica.edu,www.pacifica.edu,41
115755,114900,1149,Humboldt State University,Arcata,CA,www.humboldt.edu,www.csumentor.edu/finaid/pais/,33
115773,121200,1212,Humphreys College-Stockton and Modesto Campuses,Stockton,CA,www.humphreys.edu,www.humphreys.edu/index.php?option=com_content&view=article&id=20&Itemid=52,11
11577301,121203,1212,Humphreys College-Modesto,Modesto,CA,http://humphreys.edu,NULL,NULL
115861,121400,1214,Imperial Valley College,Imperial,CA,www.imperial.edu,www.imperial.edu/students/financial-aid-and-scholarships/cost-of-attendance/,41
115931,2128300,21283,Institute for Business and Technology,Santa Clara,CA,www.ibttech.com,ibttech.studentaidcalculator.com/survey.aspx,12
116226,2520300,25203,Interior Designers Institute,Newport Beach,CA,idi.edu,www.idi.edu/net-price-calculator.html,13
116350,2255400,22554,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,toniguy.com/academy/santa_monica_beauty_school/default.aspx,toniguy.com/academy/santa_monica_beauty_school/default.aspx,13
11635001,2255401,22554,International School of Cosmetology,Costa Mesa,CA,http://toniguy.com/academy/costa_mesa_beauty_school/default.aspx,NULL,NULL
116439,2539500,25395,Irvine Valley College,Irvine,CA,www.ivc.edu,www.ivc.edu/student/finaid/Pages/caculator.aspx,12
11643901,2539501,25395,ATEP at IVC,Tustin,CA,http://www.atep.us/,NULL,NULL
116466,732981,7329,ITT Technical Institute-National City,National City,CA,www.itt-tech.edu,www.itt-tech.edu/npc,21
116475,732985,7329,ITT Technical Institute-San Dimas,San Dimas,CA,www.itt-tech.edu,www.itt-tech.edu/npc,21
116484,732909,7329,ITT Technical Institute-Orange,Orange,CA,www.itt-tech.edu,www.itt-tech.edu/npc,12
